movie_name,movie_comment
月老,劇情、演技跟動畫都很棒，真的催淚，情感很真誠！大推！
月老,從頭到尾沒有冷場，真的非常好看
月老,老梗還是可以有新把戲，端出的這盤大菜，有笑、有淚、有特效、有動作、又有劇情，算是夠有誠意也夠豐盛。
月老,"這部抄越那些年，平常日的下午做滿三分之二。重點是很好看!決不失望。每個演員都恰到好處。會入圍這麼多金馬獎項實至名歸。
愛貓狗的人會愛這部片的。"
月老,"我覺得月老好笑，也有淚.......是一部很適合邀約朋友一起觀賞的商業電影
但是九把刀真的是一個很會說故事的作者,但總覺得九導可以把一些故事拍得更具焦點一些會更好"
月老,"有哭、有笑、有感人
值得一看👍"
青春弒戀,"超級大爛片
我這兩年看過最爛的騙沒有之一
重點就是沒重點！沒頭沒尾的
而且很尷尬 
花兩小時多浪費人生
看不到三分之一就一直等到底甚麼時候演完"
青春弒戀,看過最意義不明的電影，先不論劇情，整體演員包含道具跟場景轉換感覺比網路的微電影還糟糕，，早知道就去看月老了，我感覺浪費了我的時間。
青春弒戀,大爛片！2021繼「愛殺」之後的世紀大爛片！
青春弒戀,因為金馬主持人林柏宏廣告才來看的，姚愛甯的演技終於有進步，之前看他的其他作品演技讓人尷尬，她的娃娃音格外適合演這種年輕小太妹，看不出來竟然31歲了。親熱戲非常多，而且每一段的嬌喘都很長，在電影院看得有點尷尬…6個主要演員的演技很棒，但劇情不是很好，很像一小時的片子故意拉長成兩小時多，很多地方重複太多次，很多地方卻短短帶過，例如女主角寫了什麼內容？一閃而過，其他早就都猜到了，但卻著墨太多，然後說好的推理片呢？另外台北人應該一直以為捷運綠線的列車進站了:-)) 三顆星是給演員的顏值和演技在線
青春弒戀,本來想享受一下林柏宏演出變態角色的演技，沒料到劇情薄弱的可憐又沒張力⋯一齣戲最怕讓人看到最後不知所云，與其這樣不如芭樂一點帶點好笑的劇情還比較能有共鳴
青春弒戀,步調太悶，故事內容沒起浮，演技沒話說~拍攝手法很棒，但整體看完會無感看了什麼
青春弒戀,本片入圍第58屆金馬獎最佳導演獎、最佳女配角獎、最佳新演員獎、最佳音效獎、最佳剪輯等5項大獎？？？？真的是大笑話
青春弒戀,"悶 節奏很悶 
配樂很悶
從頭到尾就用一個老套的鋼琴配樂

要傳達的就是一個人對愛的偏執對愛的堅持

對自己的堅持

但往往都很自私

每個人都覺得自己是對的

玉芳害怕被丟下 所以博愛 男的愛女的愛

只希望自己真心付出得到真正的愛

莫妮卡只希望自己能洗白重新一切

不管在哪不管到哪 

他想忘記missy 越想這麼做 但越會被所有人放大檢視 放大窺視


明亮 就像 被寵爛的偏差富家子弟

沒有父母的愛造就不會愛的明亮

以為自己會愛 殊不知做出的都是畸形的行為


小張算是裡面最好的一個

除了了解到自己的孤獨

但起碼努力去愛一個人 

最終或許真正得到他要了的吧"
青春弒戀,留言從第三~四頁開始到最後一頁...根本就是工讀生在灌水寫好評...留言時間都那麼相近...建議下次間隔幾小時後再灌水留言啦...不要笨到被抓包!!!
青春弒戀,"不推!!原本很期待,結果看完很失望,少數負面教材罷了!E世代的年輕人,其實有很多強項優點正面形象!瀑布和金錢男孩完勝!"
青春弒戀,"看似悲慘 
強調現在城市年輕人的寫照
卻還是有 未來 希望 期待與愛

演員的表演精湛
時間軸的表現特別
值得二刷 三刷"
青春弒戀,才保護級有點驚訝，裡面有蠻多情色畫面的，怕跟家人人看會尷尬的就別看囉
青春弒戀,"⋯本來看評價大多很好，昨天看了超失望
花2小時看一部沒頭沒尾的片，工讀生洗評價太誇張了
真的完全不懂要表達什麼，比社會新聞還難看
充滿色情畫面和聲音，千萬別和家人來看"
青春弒戀,非常值得省思的電影，探考現代年輕人的愛情觀
青春弒戀,很好看，也很有深度。台灣很難得有這種表達社會囧境卻如此現代手法的電影。不知道為什麼有人看不懂就亂批評。
青春弒戀,每段故事線沒有完整交代，故事步調緩慢，又無任何精彩與豐富內容，期待的心情去看，看完只有：蛤，這是……
青春弒戀,工讀生灌水灌的太誇張了，什麽年代了還有這樣粗糙的手法？  靠實力好嗎？
青春弒戀,"看完很失望 且整個廳只有我一人
這個故事應該可以發揮的更好 
但沒想像中的熱度 .."
青春弒戀,工讀生別太過分！ 這種爛片寫成這樣，真的很難看的一部片，給一顆都嫌多！無聊的片，不信的可以去踩雷！（ 剛看完的人留～
青春弒戀,姚愛寧，林哲希，李沐，林柏宏，陳庭妮，丁寧在這部片裡讓華語片重拾明星感！光看演員飆演技就很過癮！故事完全釋放被剝奪感！我就喜歡！超過癮
青春弒戀,推~這部作品其實是反應了時下男女的心靈、故事、背景，每個人物角色其實都被賦予了特定的「人設背景」，多少我們能從角色中看到一部分的自己。
青春弒戀,好看，值得再去看一次 👍👍👍
青春弒戀,內容活潑生動 演員演技又好 會再想看一次 大推👍
青春弒戀,好看～ 看得非常投入 希望能有更多這種有內涵的片(⁎⁍̴̛ᴗ⁍̴̛⁎)
青春弒戀,"挺特別的故事內容,未來可以繼續支持國片了"
青春弒戀,劇情真的很棒，演員演技又好，真的沒話說，會想再看一次
青春弒戀,劇情引人入勝，很喜歡這麼綿密的劇情節奏，故事想讓我再看一次，再感受每一次的波瀾心動><
青春弒戀,雖然看似一部戲劇，環繞著三角戀情；鮮明的關係對比，嘗試著在一段親密關係裡朔造一種母親的影子。故事中很多細節與情感的交織，推薦大家去看！令人很想二刷再度品嚐一下…
青春弒戀,劇情好 演員很棒 已經二刷👍👍👍
青春弒戀,年輕時的你是否走在正確的道路上？什麼又是正確的道路？年輕如果可以重來⋯你會？？？
青春弒戀,演員演技很棒，值得大家關注，支持台灣電影
青春弒戀,"演員非常投入，
是值得一看的國片。"
青春弒戀,好電影 一定要推薦親朋好友看 演技精湛
青春弒戀,利用電影來詮釋這社會的問題，在以演員精湛的演技讓我們更有刻骨銘心的感受，今年大推的電影就非這部莫屬了
青春弒戀,演員演技精湛 主角們都很帥又美 定要在二刷的好片
青春弒戀,不得不說是近期劇情鋪陳蠻不錯的一部
青春弒戀,好看！更要支持國片，要找別的朋友二刷了
青春弒戀,劇情扣人心弦 不拖泥帶水 演員們精湛的演技 支持台灣電影
青春弒戀,"劇情與「安眠書店」相似，只是這部電影拙劣許多，角色們沒有推動劇情而是劇情在推動角色們的感覺，先不論角色們的心理狀態，但IQ的部分真心堪憂，角色不分男女刻板印象過重，兩邊都是屬於上世紀的思維，角色們的名字也很俗套，但這部電影是以21世紀為背景....到底怎麼回事？

演員們為了這部電影算是犧牲了不少色相，特別是莫妮卡這個角色，陳庭妮能做到這樣真的不簡單，只可惜角色們的塑造沒有很好，有種硬要湊成大家都認識彼此的群像劇的感覺。

剪輯採跳接手法這部分我倒是很喜歡，結局為開放式，雖說還行只是我認為這部電影結局斷得地方很奇怪，個人認為可以再往後一點，多些對白再作結。

總之，不要什麼都怪到遊戲或網路好嗎？
而且說難聽點，或許有人看到這部電影也會去模仿甚至觸犯法律不是嗎？
人會犯罪的原因有很多種但ACG、社群網路、偶像文化、成人影片可不背這鍋！"
青春弒戀,好看的電影，值得一看再看，希望台灣未來的電影都可以跟這部一樣好看
青春弒戀,劇情好 演員很棒 一定要再二刷的好片
青春弒戀,支持台灣電影，電影體驗到不同人的世界觀，反映出台灣的現實生活，推一個
青春弒戀,出乎意料的好看，，，，，，，推
青春弒戀,扣人心弦的劇情 希望能得獎 推推！
青春弒戀,5星好評，演員演技精湛，個個表現都超棒，好看～
青春弒戀,劇情不拖泥帶水 演員演技生動 運鏡精彩可期 主角男的帥女的美
青春弒戀,好久沒看到這麼好看的電影，金馬新人李沐的表現超級棒的，好喜歡
青春弒戀,給五星評價，演員的演技令人驚艷，值得一看的電影
青春弒戀,劇情深奧，難以用言語形容，林柏宏演技大爆發👍👍
青春弒戀,整部電影傳遞著很多不同層面的感受，人害怕孤獨寂寞但又無法不跟寂寞共同並存，是一部很深奧的電影👍
青春弒戀,所有演員都很會演，電影有講到很多社會層面👍
青春弒戀,給五星！首場演員到現場👍棒棒，本人都很美很帥喔
青春弒戀,劇情非常另類，刷新我的三觀，大推
青春弒戀,這部片真的太神了，劇情真的是一波接一波的高潮，這我絕對冒著可能群聚得武漢肺炎的危險，再去二刷，推爆！！
青春弒戀,平常對電影非常挑剔的...沒想到這部劇情串接得這麼生動，非常獨特的敘事手法，之後會想要再去看一次!!
青春弒戀,好看！導演拍攝手法細膩，演員演技精湛，題材新穎~推推
青春弒戀,"看了首映，很驚艷丁寧跟姚愛甯的演技！
電影主題也呼應現代社會新文化產生的問題！
看了之後會反思周遭生活"
青春弒戀,演員們精湛的演技，把這些角色的個性和故事詮釋得很生動👍👍
青春弒戀,"每個故事線描述起來都非常有內容
讓人會一直想看下去"
青春弒戀,憑藉著獨特的敘事手法，試圖對社會上許多問題的根本原因做出探討，是一部非常讓人很有感觸的好作品，值得進戲院細細品嘗其中意涵。
青春弒戀,值得2刷的好片👍🏻👍🏻👍🏻👍🏻👍🏻
青春弒戀,"整部電影環環相扣 , 一節扣著一節 , 金馬新人李沐的表現也讓人驚訝 , 導演敘事的手法厲害 !
將深層的含意透過一個個畫面表現出來!"
金錢男孩MONEYBOYS,"導演跟編劇似乎有很大的問題,柯震東的演技在這部片裡缺點盡顯,是場災難.唯一的亮點是白宇凡,他沒入圍金馬獎非常可惜."
金錢男孩MONEYBOYS,很好看，蠻有感觸的！雖然有點沈重的議題！
金錢男孩MONEYBOYS,"不能說不好看

有經驗的過來人或許深刻體會

沒有這種經歷

完全不懂裡面要表達什麼很正常

我們總是身不由己

但其實樂在其中

我們或許現實所逼

但其實自食其果"
金錢男孩MONEYBOYS,"真的沒有很好看，什麼都缺的感覺

導演喜歡用長鏡頭或意義不明的畫面來講這個步調緩慢的故事

長鏡頭靠演員功底，這點算是有撐起來
但最煩躁的就是很多意義不明的鏡頭
像爸爸帶兒子飯前洗手？！ 
主角燒錢給過世外公前卻要看朋友在廟裡走位?!

想看劇情？ 卻很俗套
想看肉體？ 只裸上身

對於性工作者的刻畫超普通，只以出賣肉體為主，卻不談制度、防範、性病、金額，搞得一副去賣的都很蠻有錢的一樣

看完只覺得，用演員吸眼球並包裝成同志性工作者，卻看不到深入刻畫的一部片，故推薦指數兩顆星。"
金錢男孩MONEYBOYS,導演很懶，很多鏡頭一個寬景帶過…演員間的細節處理超爛!!~難得有看到一半走出戲院的衝動!!~雷到了!!~真的雷到了~同志的互動也沒有很到位…總之…呵呵
金錢男孩MONEYBOYS,"佈景陳設太混亂..一直說是中國..可是看完只能說..這是北台灣...要裝厦門
窗景都有101 不是開場就說設定在中國南方
劇情各段各自發展..連接力 ..呵呵"
金錢男孩MONEYBOYS,"導演大概以為看了幾部李安的電影，就可以拍出一部同志電影？導演不行、演員不行、背景不行、劇情不行，乾脆一路亂拍到底？

「父親三部曲」透過長鏡頭，帶出世代隔閡與同志差異，《斷背山》更讓商業與藝術電影共存，開啟同志電影成為電影圈中，可以被公開討論的秘密。

《金錢男孩》試圖致敬與模仿，卻更像四不像的自爽電影。如果《紅樓夢》是2018年最大的台灣同志電影悲劇，那麼《金錢男孩》就是2021年最讓人唾棄的同志電影。"
金錢男孩MONEYBOYS,整體表現青澀，劇本深度、鏡頭調度都還不夠好。全片在臺灣拍攝，但背景為中國南方故事，鏡頭下繁體字、行車號誌、公車款式、群眾口音都沒處理乾淨，穿幫過多讓觀眾難以入戲。
金錢男孩MONEYBOYS,很推，看完滿滿感觸，好戲，柯震東你這小子，扛得住這部戲，演的好迷人
金錢男孩MONEYBOYS,整部片很沈重也很壓抑，男主角演技不錯!
王者理查,看完了之後，會修正自己對孩子的態度，覺得成功不是偶然……但是也無需太苛刻!
王者理查,"今年度非漫威片最好看的電影,非常的勵志,不懂為什麼電影場次那麼少"
王者理查,一個執著的父親，嚴厲而愛護他的女兒們，他的堅持造就了網壇的傳奇！很接近真實的球賽~
王者理查,非常值得看的一部片，一半時間眼眶都含著淚
王者理查,頗細膩的一部電影：理查道出昔日受欺的往事，讓我們明白他執著的理由！將孩子們緊緊圈住，依照藍圖推進…一個這樣的頑強頑固的父親，詮釋得很打動人心!
王者理查,大威、小威真人真事改編，值得一看！
王者理查,"這是近幾年看過最棒的電影！
值得大家一看再看！
父母的執著努力
與當年的
「羅倫佐的油」中的父母
可以說都是典範中的典範！"
王者理查,滿滿正向能量，片長雖長，卻不會讓人覺得冗長，威爾史密斯的演技我給100分！
王者理查,光對白就值得五星，已經很久沒看到這麼多智慧且精彩的互動及對白。敢於夢想，還需要有絕對的執行力；而當成功在望，仍不時點醒女兒保有謙遜的心性和純潔的心靈。不同於心想事成的貪婪，這位父親更多的是一步一腳印的清醒。他培育的是孩子們強大的內心，面對未來的不憂不懼，不僅止是功成名就之後的名利。看之前想得簡單了，看後方明白每一個不平凡的背後，絕對有極度不平凡的付出。好萊塢許久未見的佳片！
王者理查,非常好看的一部電影可以好幾刷 父母對小孩的教育方式決定他們的未來 用激勵 鼓勵 認同的方式培養榮譽感和自信心讓她們都能擁有一個美好又讓人肯定的未來
迷離夜蘇活,今年看過最棒的電影，完全猜不透結局發展，最後的結局令人大吃一驚！實在太驚悚.
迷離夜蘇活,台南來不及刷第二次嗚嗚  很令人享受的一部
迷離夜蘇活,好看是好看，但bug也很多，不過爽就好，值得一看
迷離夜蘇活,超級好看，無論是美女還是劇情都是頂尖，很久沒有讓我印象這麼深刻的電影了
迷離夜蘇活,"迷幻風懸疑驚悚片，現代Mix復古60年代美術視覺，轉場、運鏡、剪輯流暢👍🏻
Thomasin McKenzie＆Anya Taylor-Joy雙女主表現可圈可點，互不搶風采，期待她們未來在影壇的發展。
推薦還沒看的人把握機會去大螢幕觀賞，體驗視覺聽覺饗宴～"
迷離夜蘇活,"非常值得二刷的一部好片👍🏻
先不論劇情邏輯，整部戲的節奏、配樂、運鏡、剪輯以及畫面都恰到好處，看得非常過癮"
迷離夜蘇活,好像不多人知道好可惜，個人覺得驚悚部分不多(懸疑較多)，這部片很讓人驚艷 餘韻無窮，畫面劇情音樂都很精彩，會想再看一次
迷離夜蘇活,"先說2位女主角都非常漂亮,演技也都非常好
但是yahoo電影介紹+片名跟實際看的內容我覺得有點出入
比較偏有故事感的鬼故事
女主角一開始就是有通靈體質(在鏡子看到媽媽)
之後就住進鬼屋看到女配角的人生故事
根本不是像劇情介紹說得回到1960看到偶像...
中間女主一直看到鬼崩潰畫面有點混亂
之後後面就猜到結局了..
整體我喜歡懸疑的部分但不愛鬼的部分QQ"
迷離夜蘇活,故事很鮮明，有緊張刺激的感覺，兩位女主角都演的很好，讓人很進入故事的描述
迷離夜蘇活,從頭到尾都無冷場，應該會成為心理驚悚片的精典之一，只不過片尾的結局實在是有些………!
迷離夜蘇活,"真的是被片名耽誤的好片!!!
果然有安雅就不會失望~另一個女主湯瑪遜近期看她的詭老也很不錯~
這部真的大推，結局驚人反轉👍"
迷離夜蘇活,剛開始滿好看的，但中段開始有點亂，不能用邏輯來看…..
迷離夜蘇活,結局出乎意料，一次看兩個女生的故事，真的很棒，而且顏值都太高了
迷離夜蘇活,"我居然以為女主角是同一個
兩個女主角演技都很棒
只是劇情其實蠻牽強的老實說"
迷離夜蘇活,十足的懸疑片，角色轉場的方式很流暢，喜愛懸疑的可以看看，劇情進展有點讓人摸不著頭緒，60年代的音樂真令人陶醉
迷離夜蘇活,超好看 非常喜歡電影轉場運鏡、角色重疊的拍攝手法 結局大翻轉 毫無冷場 值得進電影院觀賞！（兩位女主都超美！）
迷離夜蘇活,兩位女主角都很漂亮，劇情雖不順暢，但是畫面很美，喜歡復古的風格可以進去看看
迷離夜蘇活,怎麼那麼多5顆星，劇情描述還好，復古的力道還不是很夠，歌曲也沒有很好聽
迷離夜蘇活,還不錯，適合給不想太燒腦看爽片，又能感受英式懸疑片，雖然女主角演技有點生硬，中間劇情有點冗長，結局有點扯，但算是不錯的商業片
迷離夜蘇活,這兩位女主角都好美，無法離開視線，劇情反轉，有驚嚇懸疑跟血腥，歌聲及舞蹈讓人陶醉，總之就是好看。
迷離夜蘇活,"會去看就是為了安雅與湯瑪遜大銀幕雙女主，且不論安雅，我上次看到湯瑪遜在大銀幕上已經是將近兩年前的“兔嘲男孩”，這次居然是跟安雅合作，超酷~~。

片中60年代的音樂配合霓虹燈光、朦朧細雨及珊蒂身上的粉色洋裝搭建出5、60年前的倫敦，而我們也只能從那些美妙的歌聲中尋求慰藉，配樂帶來的驚悚懸疑，使得本片始終瀰漫著緊張氣息，淡入淡出的懷舊轉場也不容忽視。

角色的內心伴隨著經歷到的事物逐漸轉變，兩位女主角在逐夢的過程中慢慢迷失了自我，心境變化的描寫十分自然，導演以艾莉的視角誤導觀眾，時時刻刻以訊息落差來保持各種懸念，吊人胃口，最後真相大白的時刻迎來驚人反轉，結局也收的不錯，整體來說相當亮眼。

演員們的演技相當不錯，而且可以聽到安雅的歌聲還能看到她在戲裡性感又可愛的表現，值回票價，也期待以後能更常看到湯瑪遜主演的影視作品。"
迷離夜蘇活,電影拍攝手法新奇，兩位女主角互飆演技，讓整部電影出乎意外的好看！大推
迷離夜蘇活,好久沒看到這麼好看的電影了 這是我今年以來看過最好看的電影 情節緊湊 絕無冷場 2位女主角都好美 劇情非常精彩 真心推薦非常值得一看
迷離夜蘇活,"意外的好看～～
沒有彩蛋 不用等哈哈"
迷離夜蘇活,我還沒看...想問一下有沒有彩蛋？是不是鬼片？
迷離夜蘇活,"夢境與現實互相交錯的小品電影，
場景和演員都不太多"
迷離夜蘇活,劇情懸疑精彩，看到最後出乎意料！雙女主飆戲很過癮，燈音效果十足，應該是我近幾年看過最棒的懸疑片之一!
迷離夜蘇活,喜歡兩位女主角轉場重疊的拍攝手法，安雅造型多變又性感，劇情的轉折讓人意想不到，滿滿的60年代風格搭配音樂，看完會推薦的一部電影。
迷離夜蘇活,"好久沒看到這麼好的編導及演員！一定要去看的電影，兩位女主都演的非常好，讓人目不轉睛，完全沒有冷場！

#結局令人意想不到
#好看的要命"
迷離夜蘇活,衝著兩個女主角看的，看到是心理驚悚片也有加分，結果真的很好看！驚悚、恐怖、反轉一次擁有，有一幕坐在我旁邊的男生還被嚇到抖了一下XD  還有一個重點是安雅唱歌好好聽QQ  這部很推薦配爆米花跟飲料看~
迷離夜蘇活,"片名取得太爛了.....會誤導觀眾,以為是歌舞片, 這是一部不折不扣的驚悚片,女主角是湯瑪遜麥肯錫,女配角才是安雅泰勒喬伊,片尾劇情大逆轉，有出人意外的驚喜,好看"
梅艷芳,"感動落淚～
永遠的大姐頭～
值得一看～～～"
梅艷芳,深深的感動，也被激勵了。主角演技不錯。古天樂真是演什麼像什麼！
梅艷芳,真的是演藝界的典範，永遠的巨星
梅艷芳,我愛梅艷芳，電影短短兩小時確實無法儘訴她的一生，但貫穿的故事中很讓人很感動。恨自己沒有活在有她的那個年代。
梅艷芳,劇情再多捉摸和LESLIE哥哥的友情會更棒~
梅艷芳,永遠的天后，電影已盡可能的將梅姊的一生演出來了，十分精彩
梅艷芳,難以取代的香港一代巨星，喜歡梅姐的義氣、良善、認真與提攜後輩，謝謝她帶給我們這一代美好的回憶。影片最後的兩首歌，用了我許多面紙……
梅艷芳,"我進電影院看了四次
四次都不忍落淚
這麼棒的藝人就這麼離開了
讓人覺得惋惜
雖然梅姑不是我這個年代的
但爬了許多相關文章及看了這部電影
只能說傳奇不是沒有原因
梅姑的故事會一直流傳下去
永遠的傳奇故事"
梅艷芳,好看，想念梅姑，一定進電影院支持
梅艷芳,很棒的傳記  不沈重還有點好笑又有感人的地方  帶小朋友看  小朋友也認真專注在了解梅艷芳
梅艷芳,"不自覺就會看到流淚的好電影，女主角很棒，古天樂也很棒（他以後可以演鄭少秋的傳記，哈！）
透過這部電影懷念梅姑，回味梅姑的歌聲，真的很值得一看，雖然她離開快18年了，幸好還有人記得她，還願意為她拍這部電影，讓人很感動，希望她在另一個世界幸福開心"
梅艷芳,"之前看這部電影的宣傳非常多，看起來聲勢浩大，但我在基隆電影院看時只有四個人在看，票房成績可能會不理想，可能台灣人對梅豔芳比較陌生吧?這部適合粉絲來看，對於我這樣的非粉絲，像是粗略的瀏覽了她的一生，沒有太大的記憶點，流水帳，沒有挑一個重點來講，運用梅的真實資料和演員鏡頭來回切換非常混亂，而且很投機的拍片手法，張國榮出現在電影裡完全被販賣情懷，前面他的出現不超過十分鐘，但後面出殯葬禮卻用大篇幅描寫刻意引人催淚，反而我到梅唱夕陽之歌時反而情緒無法投入，這讓我想扣分，然後王丹妮演的還不錯，神形有些似梅姐，劉俊謙我之前看過他的""幻愛""對他演張國榮挺期待的，結果還是失望，總體而言是一部粉絲向的電影，非粉絲很難有共鳴。"
梅艷芳,很好看，值得到電影院看，令人懷念的梅姐、哥哥…
梅艷芳,阿梅...想念妳...謝謝所有完成這部影片台前幕後人員，彌補了這些年來的思念
梅艷芳,"雖然兩個多小時無法將梅姑的一生演完，卻也把梅姑的為人處事和她對工作的專業還有她自己專屬的性格表達的淋漓盡致
女主角也把角色詮釋的很好，真的讓人有看見梅姑在演戲的錯覺

看完之後陣陣鼻酸，梅姑是多麼讓人欽佩的一個明星"
梅艷芳,真的每一幕都在把當年的記憶拉出來，每一首歌都是在訴說著，當時的青春歲月。從小時候的視角出發，讓我們體會到不曾知道的過去，在看梅姑一步步的成長到天后，最後在用一生鏗鏘有力的「bye bye」結束與道別。難以想像當初是怎麼忍著疼痛，就只為了要有始有終，真的是讓人打從心底的佩服。謝謝梅姑 為70.80年代的演藝圈創造如此的的回憶，也謝謝妳 為了慈善所付出的努力。最後 真的推薦 此部電影 真的是一定要去看的，值得二刷 三刷 。推推👍🏻👍🏻
梅艷芳,"回憶的一部分，值得欣賞。把一個人生縮影
濃縮停留在最美最棒如同星空閃耀著。"
梅艷芳,很棒的傳記電影，好看也好聽👍🏻
梅艷芳,"對梅姐的思念不曾停過,感謝電影公司用心製作此部電影,讓更多人懷念她!"
梅艷芳,不錯的回憶片～感謝您對音樂與電影的付出！
梅艷芳,"真的很感動，非常好看，但是我覺得欠宣傳。
很值得進電影院細細觀賞。"
梅艷芳,"很感動人心的電影，真的要多宣傳
看了真的覺得很值錢，好梅姑我愛你"
梅艷芳,"很值回票價的一部電影
多希望梅姐還在
多希望哥哥還在
如果你們都還在 現在的香港演藝圈會不會有甚麼不一樣?
這是大家都想知道的但也是永遠沒辦法得到的答案

前輩提攜後輩是本份之一
這句話看似容易 但真正現在有幾個人能做得到呢?
也講出了現代社會的現實面與自私面

謝謝梅姐的無私奉獻
謝謝我的人生有你 傳奇般的存在

我們會永遠記的你的梅姑"
梅艷芳,她像個天使，穿著婚紗走上舞台~轉身一聲Bye Bye，卻讓多少人心碎？再見了，梅艷芳！！來生再見（泣）
梅艷芳,"！！！！！！！！！！！！超好看
！！！！！！！！！！！！超感人"
梅艷芳,"從梅艷芳小時候就有拍出她很熱心助人，雖然對她不熟悉，但因為看了這部電影轉為粉絲，邊看邊流淚!!!!
這部我認為是這次新片中最值得進電影院觀看的一部!"
梅艷芳,導演很用心，電影敘述著不光是梅艷芳的生平，而是一個時代的演變和過程～藉由這部電影還有幸再聽到梅艷芳唱歌的聲音！太用心了
梅艷芳,"一部很好的電影，不過很多細節方面，很可惜地 ! 被限制壓縮掉了。

如果這是一部在自由自在的情況下，拍攝完成的電影，將會更加的完美。

永遠懷念梅艷芳。"
梅艷芳,"相當不錯的一部片,最後那場演唱會非常震撼,片中充滿回憶,看到921的畫面,也想起當年香港藝人如何幫助台灣,也許對年輕人而言,梅艷芳跟張國榮年代有點遠,但這二人的演藝成就至今仍無人能取代,即使已離開近20年,大家仍然還記的梅艷芳跟張國榮,四月一日不只是愚人節,而是令人懷念的日子,日後應該會有張國榮傳記電影,但很難有人能演活他,而梅艷芳這部片則是非常成功的電影"
梅艷芳,此劇的腳本，選角及復古場景的呈現度都是一流。會讓人感動的一齣戲。大推此電影
梅艷芳,"你看的是梅艷芳的傳記不是張國榮的傳記，
當然無法看到哥哥叱吒娛樂圈的光景，兩個小時的片長有限無疑不可能呈現所有，是否消費張國榮我倒覺得不至於，至少把哥哥是梅姐很重要的親人灌入其中，劉德華等一票巨星跟梅姐感情不是也很好也沒在其中，其實電影有優缺點 ，畢竟活著的人會反彈，像無法把梅姐母親跟哥哥們貪婪部份呈現我想也是編劇導演給梅艷芳一個尊重。"
梅艷芳,很難客觀評價，畢竟對裡面的很多事件都太熟悉了。仔細一想，其實拍得挺走馬燈的。復刻哥哥張國榮出殯戲我真的繃不住飆淚，當然還有最後謝幕的夕陽之歌。電影真的有點消費張國榮了，其實根本沒有怎麼詮釋他們之間的友情，然後就世紀葬禮了，唉，不了解的還以為天皇巨星張國榮一生沒什麼成就，全靠梅姐提攜呢，戲裡與現實全相反了，太離譜了，不免讓人覺得拍張國榮都是為了吸引他廣大粉絲來捧場電影，王丹妮感覺也盡力了，但也演不出梅姐本身舉手投足的颯。我怎麼覺得她像滿島光，笑起來尤其像，至於劉俊謙...，在豆瓣影評裡被批評很慘了，不忍再說了，只能說，偌大的演藝圈真的沒人能演張國榮吧!
梅艷芳,真的好看也很感人，永遠懷念梅艷芳。
梅艷芳,溫暖而感人，再面梅艷芳，永遠懷念！
梅艷芳,王丹妮詮釋的還不錯！重點古天樂真的把劉培基演的很傳神，對王丹妮來說是最大助力最加分的搭檔，很值得花錢入場的電影
梅艷芳,感人、好看。一路落淚，很推，拍的手法很好。
梅艷芳,真的很推薦，女人要懂的愛自己。
梅艷芳,"因為出生晚，我不是梅姊鐵粉，認識她是星仔的威龍闖天關，覺得演得真好。
直到這部片預告上演，我才知道她以經離開。讓我很震驚，因為常常第四台還有在播她的電影。就想更了解她。(曼德拉效應)
女主演得很好，我印象中的梅艷芳神韻都有到位。讓人很入戲！演這種巨星壓力應該很大。劇本也是。但本戲絕對讓人滿意。
梅艷芳真的算是香港女兒，當之無愧。"
梅艷芳,懷念梅姐，想起梅姐第一次來台演唱會的不斷安可，想起和梅姐拍照握手時的親切溫暖，我心目中永遠的一代巨星，梅姐，謝謝妳陪我們成長的每一刻…….
梅艷芳,那個年代好多回憶浮現在腦海中～坐在我身旁的兩位老夫妻都不自覺地拿出面紙⋯☘️一直到最後那聲bye-bye🌹
梅艷芳,很好看，沒有淪為一般傳記電影刻劃生平的輪迴，有顯現出Anita對於舞台的堅持。
梅艷芳,總體來說電影就是消費大家的情懷，我雖然也願意被消費，但還是要真誠的說這部電影拍得不行，編年史平鋪直述沒有亮點，王丹妮形似神不似，梅姐的豪情俠義、倔強大氣，對歌唱事業的熱愛都沒有能體現出來，另外近藤渣男還找一個帥哥來演，美化的過分，而演張國榮選角更是敗筆，沒半分張國榮的美貌和氣質，胭脂扣那段演得像性騷擾似的，而且張梅兩人的劇情從一開始就為了彰顯梅姐的義氣而故意弱化張國榮，把劇情改編的像前輩提攜後輩似的，做作的台詞，刻意拿另一個傳奇來陪襯梅姐，這樣的劇情安排根本就是太小看梅豔芳，也消費張國榮，宣傳打這麼大卻沒把相互扶持的友情刻畫出來，還有很多地方都是一筆帶過，顯得情節空洞，想拍傳記電又不願真實深度演出人物內心，有些浮於表面，強行煽情，給兩個星是給梅豔芳和張國榮，其他真的乏善可陳。
梅艷芳,"似水流年，18年來情懷未變！we miss you,Anita"
梅艷芳,"非常好看 後面2首歌 值得了
香港的女兒真的推薦去看看"
梅艷芳,看到預告片就有種莫名的感覺非得進戲院才行
梅艷芳,比預期的還要好看很多，跨越好幾個年代，雖然認識梅艷芳的時候已經是後期，但成長的過程音樂電影戲劇都會接觸到，沒想到看電影還能對整個故事流暢及高超的特效讓我整個融入其中，彷彿能在這短短兩個小時裡面認識到她的一生她的精神還有她的善良與真!我非常推薦，即使這麼多年過去很多晚輩已經不認識她了，但我很慶幸我生在友梅艷芳的年代!
